order_id,amount,category
22008,237.46,electronics
22009,83.56,electronics
22010,160.84,sports
22011,394.99,electronics
22012,122.27,home
22013,85.17,sports
22014,3.82,sports
22015,46.92,sports
22016,83.34,books
22017,159.56,electronics
22018,57.64,sports
22019,322.03,electronics
22020,31.72,books
22021,136.48,books
22022,54.31,sports
22023,66.55,sports
22024,162.2,home
22025,35.13,sports
22026,10.18,clothing
22027,73.45,electronics
22028,75.25,sports
22029,159.54,home
22030,345.2,books
22031,5.69,books
22032,89.57,clothing
22033,114.34,sports
22034,425.46,clothing
22035,285.75,home
22036,124.64,electronics
22037,73.77,home
22038,17.62,clothing
22039,48.48,clothing
22040,87.98,books
22041,129.17,home
22042,100.9,electronics
22043,125.22,books
22044,56.06,electronics
22045,130.06,sports
22046,15.52,clothing
22047,17.74,electronics
22048,17.77,home
22049,221.52,books
22050,7.91,clothing
22051,161.7,books
22052,26.6,sports
22053,63.19,books
22054,247.64,electronics
22055,88.17,books
22056,23.59,books
22057,33.42,sports
22058,253.13,electronics
22059,55.71,books
22060,88.43,sports
22061,61.61,books
22062,47.55,electronics
22063,25.27,home
22064,115.9,books
22065,126.67,books
22066,32.14,home
22067,155.59,home
22068,192.78,home
22069,253.42,books
22070,17.58,home
22071,36.23,books
22072,196.86,books
22073,22.13,clothing
22074,0.35,electronics
22075,204.66,electronics
22076,39.52,books
22077,53.53,home
22078,59.12,books
22079,188.57,electronics
22080,41.23,electronics
22081,222.82,sports
22082,95.96,books
22083,74.93,home
22084,39.4,books
22085,27.93,home
22086,97.83,home
22087,59.22,electronics
22088,241.37,sports
22089,67.66,electronics
22090,71.7,books
22091,53.91,clothing
22092,155.71,clothing
22093,55.31,home
22094,31.38,electronics
22095,198.07,clothing
22096,90.84,sports
22097,89.53,books
22098,94.37,home
22099,126.88,books
22100,37.55,home
22101,3.44,electronics
22102,166.39,clothing
22103,13.8,home
22104,127.95,home
22105,8.59,electronics
22106,47.05,sports
22107,6.51,books
22108,73.86,clothing
22109,105.88,books
22110,18.81,clothing
22111,46.46,sports
22112,266.27,electronics
22113,58.41,home
22114,162.22,clothing
22115,261.98,electronics
22116,366.3,clothing
22117,228.59,clothing
22118,38.19,home
22119,328.54,electronics
22120,167.34,books
22121,181.51,home
22122,1.53,books
22123,308.43,books
22124,150.55,home
22125,146.09,sports
22126,8.5,sports
22127,26.47,home
22128,327.71,sports
22129,69.45,home
22130,50.73,clothing
22131,183.22,electronics
22132,9.14,home
22133,53.95,electronics
22134,47.11,clothing
22135,43.06,clothing
22136,36.77,sports
22137,23.58,books
22138,18.98,sports
22139,102.28,electronics
22140,251.82,sports
22141,71.1,books
22142,35.38,clothing
22143,17.34,sports
22144,177.28,electronics
22145,355.76,home
22146,42.95,clothing
22147,34.38,sports
22148,92.0,electronics
22149,149.31,books
22150,60.77,electronics
22151,99.44,electronics
22152,126.07,clothing
22153,323.38,clothing
22154,18.04,home
22155,594.55,sports
22156,49.78,sports
22157,128.45,electronics
22158,84.96,sports
22159,66.68,clothing
22160,119.76,clothing
22161,50.38,sports
22162,13.48,books
22163,67.12,sports
22164,73.8,electronics
22165,22.55,clothing
22166,274.29,home
22167,25.81,clothing
22168,52.63,home
22169,16.83,sports
22170,76.74,electronics
22171,36.76,electronics
22172,67.19,electronics
22173,25.44,books
22174,5.53,sports
22175,151.06,books
22176,102.47,home
22177,41.66,books
22178,4.87,electronics
22179,200.67,clothing
22180,18.61,electronics
22181,266.99,sports
22182,65.12,sports
22183,41.61,electronics
22184,135.39,electronics
22185,209.43,sports
22186,46.32,books
22187,52.31,books
22188,56.77,sports
22189,255.52,electronics
22190,117.95,electronics
22191,28.45,sports
22192,20.46,sports
22193,26.18,books
22194,30.59,sports
22195,26.16,electronics
22196,107.44,electronics
22197,12.32,sports
22198,49.0,home
22199,98.1,electronics
22200,34.37,books
22201,6.75,home
22202,8.54,home
22203,13.46,clothing
22204,180.69,home
22205,107.25,sports
22206,6.67,clothing
22207,49.61,books
22208,32.65,home
22209,86.28,clothing
22210,73.98,electronics
22211,65.61,home
22212,37.76,clothing
22213,14.83,electronics
22214,135.63,clothing
22215,211.91,electronics
22216,288.51,sports
22217,6.04,electronics
22218,134.67,home
22219,129.65,home
22220,293.95,home
22221,29.16,home
22222,135.55,books
22223,5.62,home
22224,99.76,home
22225,43.21,clothing
22226,146.49,books
22227,199.0,books
22228,45.38,home
22229,74.57,clothing
22230,12.49,clothing
22231,53.94,electronics
22232,44.75,clothing
22233,20.23,clothing
22234,224.88,electronics
22235,16.03,clothing
22236,100.99,electronics
22237,220.86,clothing
22238,243.01,home
22239,157.62,books
22240,19.38,books
22241,170.06,home
22242,32.37,clothing
22243,255.62,home
22244,123.47,books
22245,153.84,books
22246,8.89,home
22247,87.41,clothing
22248,172.12,books
22249,197.75,home
22250,2.9,books
22251,279.95,home
22252,4.43,books
22253,95.33,home
22254,118.22,sports
22255,11.36,clothing
22256,4.92,books
22257,153.67,clothing
22258,48.56,sports
22259,11.33,sports
22260,143.83,sports
22261,189.16,clothing
22262,88.52,books
22263,17.58,books
22264,1.53,clothing
22265,120.67,electronics
22266,79.88,home
22267,105.21,books
22268,167.76,sports
22269,56.96,clothing
22270,13.3,books
22271,281.31,sports
22272,78.8,sports
22273,95.53,sports
22274,270.92,books
22275,268.21,books
22276,84.89,clothing
22277,35.33,clothing
22278,584.78,clothing
22279,114.2,electronics
22280,52.5,books
22281,82.06,books
22282,53.76,clothing
22283,219.2,electronics
22284,65.87,books
22285,173.46,clothing
22286,183.37,books
22287,173.92,electronics
22288,128.08,home
22289,193.02,sports
22290,48.98,clothing
22291,12.18,sports
22292,184.8,clothing
22293,68.95,electronics
22294,13.63,home
22295,12.25,home
22296,17.35,clothing
22297,139.02,books
22298,124.08,books
22299,22.79,books
22300,187.68,home
22301,33.03,home
22302,157.5,books
22303,67.1,sports
22304,131.51,home
22305,48.03,books
22306,42.64,electronics
22307,184.11,sports
22308,3.59,clothing
22309,367.84,home
22310,104.46,electronics
22311,56.65,books
22312,98.9,electronics
22313,13.1,home
22314,72.17,home
22315,420.61,sports
22316,26.82,sports
22317,128.11,books
22318,57.09,clothing
22319,105.69,sports
22320,22.93,electronics
22321,63.58,electronics
22322,391.67,clothing
22323,21.73,home
22324,101.18,electronics
22325,85.71,home
22326,83.25,sports
22327,95.48,home
22328,69.76,home
22329,1.71,books
22330,230.36,books
22331,175.43,sports
22332,19.14,electronics
22333,53.32,books
22334,147.21,electronics
22335,391.51,books
22336,301.87,books
22337,229.62,electronics
22338,17.24,clothing
22339,245.89,books
22340,210.74,books
22341,47.31,sports
22342,50.17,clothing
22343,61.6,electronics
22344,106.76,clothing
22345,30.22,electronics
22346,2.32,home
22347,15.23,sports
22348,58.0,sports
22349,33.13,sports
22350,144.61,home
22351,11.28,electronics
22352,249.45,clothing
22353,225.69,books
22354,239.42,home
22355,134.56,books
22356,11.32,sports
22357,57.65,sports
22358,14.09,clothing
22359,439.81,books
22360,40.5,books
22361,88.03,books
22362,151.14,sports
22363,253.35,clothing
22364,140.87,home
22365,112.24,electronics
22366,62.73,home
22367,92.99,sports
22368,9.89,books
22369,215.35,home
22370,78.48,sports
22371,4.1,home
22372,252.45,books
22373,67.2,books
22374,202.94,sports
22375,194.41,electronics
22376,169.15,clothing
22377,6.34,electronics
22378,28.38,sports
22379,208.38,sports
22380,229.25,sports
22381,61.26,electronics
22382,57.99,clothing
22383,19.25,home
22384,345.49,sports
22385,23.97,books
22386,21.19,sports
22387,108.1,books
22388,27.82,sports
22389,279.31,sports
22390,1.1,sports
22391,0.58,home
22392,70.29,home
22393,66.96,home
22394,17.84,sports
22395,68.22,clothing
22396,53.05,electronics
22397,221.03,clothing
22398,0.93,sports
22399,374.1,home
22400,97.92,sports
22401,16.47,electronics
22402,4.79,home
22403,77.24,home
22404,26.77,home
22405,35.83,electronics
22406,28.12,clothing
22407,105.03,books
22408,80.64,books
22409,8.12,books
22410,74.77,electronics
22411,156.63,books
22412,8.47,home
22413,220.49,sports
22414,86.35,electronics
22415,300.83,clothing
22416,16.03,books
22417,504.6,electronics
22418,103.36,books
22419,83.82,home
22420,72.42,clothing
22421,2.39,books
22422,280.74,home
22423,103.28,sports
22424,9.61,books
22425,2.12,home
22426,5.21,electronics
22427,94.01,clothing
22428,95.2,home
22429,69.25,home
22430,36.64,electronics
22431,75.87,home
22432,72.63,books
22433,1.96,electronics
22434,33.19,sports
22435,5.47,home
22436,230.41,sports
22437,129.18,home
22438,555.07,home
22439,35.98,books
22440,210.77,sports
22441,92.4,electronics
22442,60.35,electronics
22443,25.18,sports
22444,134.09,sports
22445,234.49,sports
22446,26.83,sports
22447,19.28,sports
22448,119.15,clothing
22449,377.11,sports
22450,138.61,clothing
22451,33.49,home
22452,54.47,electronics
22453,48.5,sports
22454,191.12,home
22455,147.57,books
22456,88.91,clothing
22457,32.15,sports
22458,278.04,home
22459,105.93,sports
22460,352.26,electronics
22461,86.78,sports
22462,172.14,books
22463,167.72,clothing
22464,41.15,books
22465,332.48,electronics
22466,2.22,sports
22467,146.41,sports
22468,336.85,electronics
22469,41.39,sports
22470,104.44,sports
22471,82.6,sports
22472,143.34,home
22473,201.12,home
22474,92.39,clothing
22475,169.23,electronics
22476,37.44,books
22477,25.95,electronics
22478,56.33,sports
22479,113.24,sports
22480,20.73,electronics
22481,114.05,sports
22482,50.1,clothing
22483,158.76,books
22484,3.75,sports
22485,110.26,home
22486,104.93,sports
22487,282.91,sports
22488,124.96,sports
22489,159.11,electronics
22490,234.96,electronics
22491,112.41,electronics
22492,34.27,home
22493,203.85,clothing
22494,137.67,clothing
22495,55.24,electronics
22496,123.97,sports
22497,202.26,electronics
22498,371.53,sports
22499,304.39,home
22500,39.35,sports
22501,54.77,sports
22502,11.6,clothing
22503,28.44,sports
22504,214.06,electronics
22505,44.76,books
22506,96.9,home
22507,109.65,books
22508,152.25,home
22509,20.19,electronics
22510,36.36,electronics
22511,59.48,books
22512,45.39,clothing
22513,406.9,home
22514,180.15,clothing
22515,65.33,electronics
22516,211.42,sports
22517,42.72,home
22518,154.1,home
22519,25.32,electronics
22520,147.98,clothing
22521,60.96,sports
22522,11.37,books
22523,31.92,sports
22524,51.46,clothing
22525,138.35,electronics
22526,7.58,sports
22527,107.75,books
22528,125.88,clothing
22529,106.11,sports
22530,142.99,sports
22531,19.62,sports
22532,88.46,electronics
22533,283.27,sports
22534,94.36,electronics
22535,94.5,books
22536,133.35,electronics
22537,40.53,books
22538,120.56,home
22539,247.97,home
22540,1.1,books
22541,204.11,electronics
22542,24.67,electronics
22543,60.87,clothing
22544,191.29,home
22545,173.68,electronics
22546,222.5,clothing
22547,282.04,home
22548,59.27,electronics
22549,106.82,books
22550,49.51,sports
22551,43.19,sports
22552,56.49,home
22553,135.9,clothing
22554,69.6,home
22555,168.23,clothing
22556,136.73,books
22557,2.07,sports
22558,99.49,electronics
22559,57.37,clothing
22560,61.0,electronics
22561,170.58,clothing
22562,79.32,electronics
22563,216.82,sports
22564,124.76,home
22565,80.48,sports
22566,140.46,clothing
22567,3.91,sports
22568,2.75,home
22569,8.7,home
22570,57.55,electronics
22571,26.85,books
22572,415.16,books
22573,78.15,clothing
22574,108.59,clothing
22575,32.69,books
22576,38.83,clothing
22577,40.87,home
22578,119.98,books
22579,64.19,electronics
22580,72.92,sports
22581,89.65,electronics
22582,146.45,home
22583,9.47,home
22584,150.0,sports
22585,82.84,electronics
22586,110.59,home
22587,39.68,sports
22588,52.66,electronics
22589,26.29,home
22590,387.76,books
22591,68.72,sports
22592,554.09,books
22593,67.29,sports
22594,24.81,home
22595,70.82,home
22596,4.04,books
22597,235.15,sports
22598,170.68,clothing
22599,129.4,electronics
22600,94.12,electronics
22601,86.71,electronics
22602,572.24,electronics
22603,32.57,home
22604,151.27,sports
22605,87.09,books
22606,372.47,books
22607,175.91,home
22608,651.92,home
22609,88.75,electronics
22610,22.88,clothing
22611,70.05,electronics
22612,124.17,home
22613,148.88,books
22614,0.05,sports
22615,70.33,electronics
22616,26.82,clothing
22617,207.87,electronics
22618,16.59,clothing
22619,109.8,electronics
22620,30.93,clothing
22621,44.09,books
22622,282.28,sports
22623,27.5,books
22624,9.98,electronics
22625,7.18,sports
22626,70.24,clothing
22627,102.64,books
22628,39.64,sports
22629,117.2,electronics
22630,6.3,sports
22631,194.73,home
22632,169.59,clothing
22633,423.33,clothing
22634,275.68,sports
22635,44.04,books
22636,50.96,sports
22637,137.03,sports
22638,14.4,electronics
22639,37.69,sports
22640,12.62,clothing
22641,60.68,electronics
22642,80.3,sports
22643,23.72,sports
22644,2.7,clothing
22645,127.07,electronics
22646,2.02,home
22647,362.69,sports
22648,25.05,home
22649,109.03,clothing
22650,57.05,books
22651,6.15,books
22652,63.9,sports
22653,72.72,sports
22654,192.88,clothing
22655,131.81,electronics
22656,8.26,sports
22657,23.47,books
22658,37.38,clothing
22659,12.38,electronics
22660,61.05,clothing
22661,415.47,sports
22662,72.28,books
22663,135.43,clothing
22664,114.87,books
22665,189.65,sports
22666,24.3,clothing
22667,140.17,electronics
22668,213.16,sports
22669,18.82,books
22670,42.59,sports
22671,351.0,electronics
22672,151.77,home
22673,33.21,home
22674,83.0,sports
22675,51.81,clothing
22676,67.33,home
22677,43.88,sports
22678,32.76,sports
22679,112.32,electronics
22680,150.75,electronics
22681,207.11,sports
22682,16.88,electronics
22683,173.08,electronics
22684,29.41,clothing
22685,55.75,clothing
22686,231.71,sports
22687,60.61,books
22688,21.95,clothing
22689,17.42,electronics
22690,64.05,clothing
22691,143.83,clothing
22692,588.0,books
22693,154.84,books
22694,209.57,clothing
22695,137.77,electronics
22696,225.79,home
22697,7.94,books
22698,265.83,sports
22699,50.49,clothing
22700,254.61,electronics
22701,7.88,sports
22702,125.61,clothing
22703,133.06,electronics
22704,577.99,books
22705,146.47,sports
22706,48.22,electronics
22707,81.47,electronics
22708,45.66,electronics
22709,21.82,clothing
22710,28.57,sports
22711,25.1,clothing
22712,79.59,sports
22713,236.62,home
22714,243.87,clothing
22715,5.63,sports
22716,8.33,books
22717,28.12,electronics
22718,29.45,clothing
22719,9.97,home
22720,49.18,sports
22721,88.61,electronics
22722,86.31,home
22723,78.4,books
22724,41.35,clothing
22725,122.57,electronics
22726,175.15,sports
22727,42.51,home
22728,8.94,books
22729,35.14,books
22730,14.78,home
22731,62.99,sports
22732,16.95,books
22733,62.15,clothing
22734,24.97,clothing
22735,134.22,electronics
22736,2.8,home
22737,80.91,electronics
22738,18.57,clothing
22739,0.1,clothing
22740,203.41,books
22741,111.33,electronics
22742,10.42,clothing
22743,109.09,electronics
22744,94.58,home
22745,64.12,books
22746,54.34,home
22747,218.1,books
22748,28.12,books
22749,50.8,electronics
22750,39.92,books
22751,147.49,sports
22752,248.25,sports
22753,189.57,clothing
22754,159.8,home
22755,432.68,electronics
22756,119.45,clothing
22757,139.05,clothing
22758,406.3,electronics
22759,0.7,electronics
22760,100.53,electronics
22761,134.31,books
22762,249.89,home
22763,215.28,electronics
22764,184.49,home
22765,291.49,books
22766,77.08,clothing
22767,0.69,clothing
22768,1.11,home
22769,78.67,sports
22770,57.14,books
22771,60.01,home
22772,51.15,home
22773,249.77,home
22774,44.5,home
22775,193.95,home
22776,233.17,sports
22777,69.22,books
22778,59.23,sports
22779,143.14,books
22780,123.09,sports
22781,39.83,sports
22782,10.82,clothing
22783,30.77,books
22784,14.04,books
22785,34.92,sports
22786,30.36,books
22787,101.53,sports
22788,309.0,clothing
22789,115.75,home
22790,261.25,books
22791,153.31,books
22792,130.15,electronics
22793,53.45,books
22794,39.27,sports
22795,187.26,sports
22796,235.8,home
22797,60.13,sports
22798,0.91,electronics
22799,157.28,books
22800,33.56,books
22801,0.99,home
22802,163.47,books
22803,72.86,books
22804,115.59,home
22805,246.15,electronics
22806,77.91,sports
22807,69.96,books
22808,34.34,books
22809,36.41,clothing
22810,159.23,home
22811,59.61,electronics
22812,17.86,clothing
22813,9.93,clothing
22814,64.04,sports
22815,62.54,books
22816,105.98,electronics
22817,63.69,electronics
22818,15.49,home
22819,70.89,electronics
22820,237.29,clothing
22821,17.37,home
22822,117.04,home
22823,90.11,books
22824,138.07,clothing
22825,16.32,clothing
22826,284.05,electronics
22827,97.01,home
22828,187.78,sports
22829,28.32,home
22830,134.48,books
22831,151.88,electronics
22832,50.66,books
22833,48.44,electronics
22834,107.23,electronics
22835,9.81,electronics
22836,133.04,clothing
22837,4.38,electronics
22838,21.15,clothing
22839,109.11,books
22840,10.35,electronics
22841,356.99,home
22842,202.8,clothing
22843,98.43,clothing
22844,170.96,clothing
22845,218.55,electronics
22846,30.04,electronics
22847,189.32,clothing
22848,21.67,sports
22849,53.33,books
22850,81.7,books
22851,125.14,home
22852,3.06,home
22853,34.32,home
22854,93.78,clothing
22855,44.22,electronics
22856,149.18,books
22857,105.46,books
22858,26.71,books
22859,15.77,home
22860,99.17,electronics
22861,59.87,home
22862,18.51,books
22863,39.51,books
22864,36.1,books
22865,11.44,home
22866,79.17,clothing
22867,144.24,clothing
22868,85.68,clothing
22869,175.04,electronics
22870,13.65,electronics
22871,57.2,books
22872,94.01,books
22873,112.7,sports
22874,119.0,clothing
22875,130.55,home
22876,105.39,home
22877,9.9,sports
22878,118.84,clothing
22879,129.02,books
22880,503.29,clothing
22881,118.21,clothing
22882,116.1,home
22883,72.32,home
22884,202.44,books
22885,575.55,books
22886,150.98,home
22887,94.8,sports
22888,8.22,sports
22889,129.73,electronics
22890,123.29,sports
22891,149.42,home
22892,13.3,clothing
22893,106.05,books
22894,35.06,clothing
22895,142.82,clothing
22896,27.49,clothing
22897,115.19,electronics
22898,34.95,clothing
22899,0.9,sports
22900,100.34,books
22901,12.02,clothing
22902,107.67,books
22903,259.84,electronics
22904,348.17,sports
22905,26.91,books
22906,165.68,sports
22907,43.63,electronics
22908,230.72,sports
22909,154.88,home
22910,7.68,books
22911,52.28,clothing
22912,41.15,home
22913,153.8,electronics
22914,52.81,clothing
22915,115.39,sports
22916,92.24,books
22917,371.48,electronics
22918,277.72,sports
22919,55.81,books
22920,128.58,home
22921,176.88,electronics
22922,229.15,electronics
22923,7.06,home
22924,35.96,clothing
22925,38.6,home
22926,56.99,clothing
22927,18.54,home
22928,68.56,home
22929,108.83,electronics
22930,68.79,clothing
22931,109.6,sports
22932,6.88,sports
22933,208.74,books
22934,279.8,electronics
22935,96.21,electronics
22936,213.19,electronics
22937,14.09,books
22938,159.68,books
22939,12.69,electronics
22940,52.43,clothing
22941,39.13,electronics
22942,88.09,electronics
22943,35.88,electronics
22944,101.42,home
22945,45.79,sports
22946,197.18,home
22947,100.48,clothing
22948,24.25,home
22949,40.97,sports
22950,188.01,electronics
22951,48.85,sports
22952,76.74,electronics
22953,104.68,home
22954,42.74,books
22955,34.81,clothing
22956,64.48,books
22957,24.19,books
22958,33.44,clothing
22959,6.41,books
22960,36.24,clothing
22961,38.67,home
22962,326.58,home
22963,89.09,books
22964,154.83,sports
22965,4.64,electronics
22966,11.27,books
22967,168.49,electronics
22968,97.7,sports
22969,21.19,sports
22970,51.89,electronics
22971,77.36,clothing
22972,185.54,books
22973,6.23,books
22974,90.81,books
22975,126.24,electronics
22976,381.18,sports
22977,164.59,sports
22978,32.33,clothing
22979,123.64,sports
22980,144.09,electronics
22981,130.84,books
22982,171.56,home
22983,234.06,sports
22984,10.36,clothing
22985,11.07,clothing
22986,159.16,clothing
22987,29.09,clothing
22988,6.03,books
22989,51.29,books
22990,171.41,sports
22991,13.53,electronics
22992,111.43,books
22993,0.36,books
22994,11.62,books
22995,43.21,electronics
22996,8.73,home
22997,187.02,home
22998,199.56,home
22999,140.88,electronics
23000,27.77,sports
23001,74.08,books
23002,20.36,sports
23003,33.03,clothing
23004,72.57,home
23005,132.81,electronics
23006,9.94,books
23007,35.2,books
23008,261.21,books
23009,56.06,electronics
23010,279.47,clothing
23011,475.61,electronics
23012,74.79,electronics
23013,33.97,electronics
23014,156.44,books
23015,17.35,sports
23016,29.04,books
23017,153.66,clothing
23018,56.85,home
23019,22.51,clothing
23020,105.3,clothing
23021,131.96,sports
23022,13.36,books
23023,32.43,electronics
23024,25.01,clothing
23025,47.78,home
23026,144.16,books
23027,125.07,clothing
23028,108.63,clothing
23029,0.63,clothing
23030,15.33,books
23031,25.27,electronics
23032,31.74,books
23033,15.83,home
23034,52.82,books
23035,7.82,electronics
23036,138.64,electronics
23037,154.99,sports
23038,85.39,home
23039,9.4,electronics
23040,220.8,clothing
23041,337.07,clothing
23042,22.61,home
23043,121.96,home
23044,184.48,electronics
23045,77.62,home
23046,39.06,sports
23047,65.12,sports
23048,71.8,electronics
23049,51.19,clothing
23050,265.7,books
23051,136.21,clothing
23052,27.62,electronics
23053,88.08,home
23054,116.7,books
23055,15.1,electronics
23056,44.38,books
23057,235.97,sports
23058,83.74,electronics
23059,24.46,sports
23060,13.1,books
23061,73.03,electronics
23062,79.34,sports
23063,40.71,electronics
23064,99.54,books
23065,7.12,books
23066,15.68,clothing
23067,79.03,sports
23068,6.38,books
23069,212.79,books
23070,15.33,electronics
23071,112.06,home
23072,49.63,home
23073,51.05,sports
23074,144.77,clothing
23075,69.21,home
23076,129.34,home
23077,70.36,sports
23078,89.87,sports
23079,143.01,books
23080,93.47,books
23081,95.61,electronics
23082,155.69,electronics
23083,297.76,home
23084,47.28,home
23085,86.07,sports
23086,9.02,sports
23087,44.44,electronics
23088,53.11,electronics
23089,180.32,electronics
23090,72.03,clothing
23091,131.33,electronics
23092,1.92,books
23093,62.45,home
23094,231.58,clothing
23095,25.4,electronics
23096,3.2,books
23097,56.81,electronics
23098,121.89,clothing
23099,60.6,sports
23100,61.61,books
23101,110.81,sports
23102,29.36,electronics
23103,139.39,home
23104,16.62,sports
23105,50.38,home
23106,106.71,sports
23107,176.24,clothing
23108,156.8,books
23109,127.9,sports
23110,44.49,clothing
23111,13.05,home
23112,24.44,books
23113,200.13,clothing
23114,194.72,electronics
23115,302.74,clothing
23116,7.9,sports
23117,76.96,electronics
23118,104.61,sports
23119,124.01,home
23120,103.24,sports
23121,146.97,books
23122,44.55,home
23123,19.78,electronics
23124,22.89,clothing
23125,1.21,clothing
23126,43.13,books
23127,9.62,clothing
23128,38.79,books
23129,98.94,sports
23130,224.88,sports
23131,183.01,clothing
23132,29.13,clothing
23133,14.4,books
23134,21.45,home
23135,354.0,clothing
23136,79.73,home
23137,20.15,electronics
23138,183.73,clothing
23139,50.28,electronics
23140,229.48,clothing
23141,30.2,electronics
23142,49.96,electronics
23143,70.31,clothing
23144,223.13,books
23145,203.07,electronics
23146,85.41,clothing
23147,25.07,sports
23148,51.64,sports
23149,371.45,electronics
23150,93.59,sports
23151,151.91,books
23152,59.76,books
23153,75.93,sports
23154,56.03,sports
23155,121.38,clothing
23156,190.7,books
23157,70.8,clothing
23158,65.56,books
23159,41.59,books
23160,19.49,home
23161,280.1,books
23162,37.99,electronics
23163,161.29,electronics
23164,125.65,electronics
23165,156.5,sports
23166,276.09,clothing
23167,97.65,home
23168,228.23,electronics
23169,18.36,sports
23170,98.54,clothing
23171,147.96,sports
23172,31.7,sports
23173,135.0,clothing
23174,150.72,clothing
23175,177.9,books
23176,37.53,books
23177,114.45,electronics
23178,36.28,electronics
23179,134.34,books
23180,62.17,clothing
23181,91.02,sports
23182,53.76,books
23183,17.67,electronics
23184,19.61,electronics
23185,8.07,books
23186,96.25,books
23187,188.81,home
23188,2.11,home
23189,6.85,books
23190,61.15,sports
23191,133.83,home
23192,17.16,clothing
23193,31.7,clothing
23194,26.4,sports
23195,50.92,home
23196,25.49,books
23197,43.48,clothing
23198,130.4,sports
23199,94.42,clothing
23200,8.47,books
23201,101.54,sports
23202,64.83,home
23203,272.67,home
23204,34.15,home
23205,129.52,books
23206,131.25,clothing
23207,25.04,clothing
23208,233.54,sports
23209,67.57,books
23210,113.6,sports
23211,15.77,books
23212,29.81,electronics
23213,88.21,electronics
23214,38.42,electronics
23215,69.25,books
23216,46.84,home
23217,102.32,books
23218,66.78,electronics
23219,0.46,sports
23220,104.89,sports
23221,54.84,clothing
23222,41.81,books
23223,9.89,electronics
23224,24.89,clothing
23225,25.33,books
23226,273.91,home
23227,56.65,home
23228,4.3,sports
23229,14.94,books
23230,8.23,sports
23231,88.88,books
23232,20.66,books
23233,69.03,home
23234,46.21,electronics
23235,162.9,home
23236,38.64,home
23237,61.3,electronics
23238,127.76,books
23239,56.8,clothing
23240,157.61,clothing
23241,108.38,home
23242,52.85,home
23243,70.11,sports
23244,341.74,electronics
23245,108.36,clothing
23246,235.38,sports
23247,19.69,home
23248,66.02,books
23249,239.32,sports
23250,38.95,books
23251,343.16,sports
23252,10.21,sports
23253,232.97,clothing
23254,58.92,home
23255,7.66,electronics
23256,211.63,clothing
23257,29.03,electronics
23258,2.25,clothing
23259,14.6,books
23260,107.62,electronics
23261,380.82,books
23262,11.82,books
23263,61.98,books
23264,19.92,sports
23265,136.66,clothing
23266,12.56,clothing
23267,27.42,sports
23268,21.87,books
23269,80.41,sports
23270,206.5,clothing
23271,71.56,home
23272,6.0,electronics
23273,82.87,home
23274,159.71,books
23275,14.17,home
23276,7.55,sports
23277,20.8,sports
23278,137.08,electronics
23279,89.57,books
23280,77.78,clothing
23281,28.7,electronics
23282,40.38,books
23283,337.8,clothing
23284,27.53,electronics
23285,231.92,sports
23286,86.88,home
23287,13.16,home
23288,62.98,electronics
23289,296.71,books
23290,54.23,books
23291,199.06,clothing
23292,29.63,electronics
23293,84.61,electronics
23294,185.7,books
23295,253.44,home
23296,66.52,electronics
23297,102.08,electronics
23298,0.3,sports
23299,29.2,clothing
23300,32.67,clothing
23301,9.82,sports
23302,32.81,books
23303,38.73,books
23304,346.62,clothing
23305,110.44,electronics
23306,55.51,electronics
23307,442.74,books
23308,16.63,books
23309,64.64,sports
23310,104.15,home
23311,5.72,clothing
23312,126.23,sports
23313,10.52,clothing
23314,15.12,home
23315,17.4,home
23316,264.35,sports
23317,114.96,electronics
23318,106.55,books
23319,81.08,books
23320,34.65,home
23321,96.99,electronics
23322,52.79,electronics
23323,15.71,home
23324,116.99,books
23325,13.88,clothing
23326,21.15,home
23327,170.21,electronics
23328,107.92,sports
23329,99.69,home
23330,54.16,books
23331,50.46,home
23332,117.2,sports
23333,134.71,books
23334,71.38,clothing
23335,348.25,electronics
23336,311.68,electronics
23337,53.18,electronics
23338,171.83,home
23339,78.37,electronics
23340,71.69,clothing
23341,5.65,home
23342,85.33,clothing
23343,230.84,books
23344,151.47,clothing
23345,154.33,electronics
23346,17.43,sports
23347,44.39,clothing
23348,26.55,home
23349,37.97,clothing
23350,86.64,clothing
23351,45.38,clothing
23352,82.26,clothing
23353,57.71,sports
23354,33.77,sports
23355,10.03,home
23356,222.41,electronics
23357,1.14,sports
23358,0.17,books
23359,175.33,clothing
23360,574.8,clothing
23361,129.87,home
23362,1.54,sports
23363,25.71,books
23364,356.92,clothing
23365,165.34,electronics
23366,83.66,books
23367,27.03,clothing
23368,1.45,clothing
23369,2.11,home
23370,94.67,electronics
23371,2.21,home
23372,505.62,home
23373,20.26,sports
23374,124.03,books
23375,16.85,sports
23376,77.67,electronics
23377,8.4,home
23378,145.58,sports
23379,87.93,electronics
23380,9.01,books
23381,188.77,electronics
23382,79.19,sports
23383,254.58,clothing
23384,248.44,clothing
23385,253.21,books
23386,8.1,books
23387,12.89,electronics
23388,439.86,books
23389,66.87,home
23390,27.21,home
23391,146.82,home
23392,30.69,home
23393,129.91,books
23394,181.58,books
23395,153.37,electronics
23396,32.03,clothing
23397,51.35,clothing
23398,53.32,electronics
23399,67.58,books
23400,18.32,books
23401,60.23,electronics
23402,71.49,books
23403,75.87,sports
23404,171.42,books
23405,72.84,books
23406,26.24,electronics
